starname,mass,mass_mc_err,mass_observed,mass_resid,age_log10yr,age_gyr,age_gyr_mc_err,age_observed,age_resid,feh,feh_mc_err,feh_observed,feh_resid,AV,AV_mc_err,distance_pc,distance_pc_mc_err,chi2,dof,red_chi2,success,message,bands_used,used_teff_initial,used_feh_initial,used_age_initial,BP_mag_obs,BP_mag_model,BP_mag_resid,G_mag_obs,G_mag_model,G_mag_resid,RP_mag_obs,RP_mag_model,RP_mag_resid,J_mag_obs,J_mag_model,J_mag_resid,H_mag_obs,H_mag_model,H_mag_resid,K_mag_obs,K_mag_model,K_mag_resid
Kepler-1767,0.8539598811807662,0.03046749809462428,0.887,-0.033040118819233855,8.771450748732958,0.5908139603804685,0.2133689593955117,0.6,-0.00918603961953146,0.10035168574652899,0.09415289928369792,0.14,-0.039648314253471026,7.10548330587176e-20,0.03918612642988834,904.9269603662688,35.06759725692993,2.489077866302977,3,0.8296926221009923,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,16.150887288579,16.163751151427178,0.012863862848178087,15.702626442095,15.70619276209334,0.0035663199983400062,15.088047840022,15.09369177925649,0.005643939234490247,14.402,14.372484623423603,-0.02951537657639669,13.886,13.890193352192943,0.004193352192944033,13.792,13.823015912467994,0.03101591246799451
Kepler-349,1.1135503447750263,0.06581783575944898,1.083,0.030550344775026383,8.865849672490727,0.7342596661420154,0.1263805686440206,0.55,0.1842596661420154,0.14470766038616098,0.10150550634808223,0.1509,-0.006192339613839026,0.3004272240772492,0.15477979316457263,994.7126518270001,92.35765929791083,1.713100399101043,3,0.5710334663670144,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.058891160964,15.07188157962349,0.012990418659489578,14.710630231912,14.710004597857932,-0.0006256340540691241,14.18904971663,14.181066770491931,-0.00798294613806938,13.584,13.589327876463633,0.00532787646363353,13.283,13.257019299986556,-0.025980700013443325,13.176,13.20134820991113,0.025348209911129516
Kepler-216,1.3799999686922713,0.13277308593918583,1.126,0.25399996869227137,8.272562597802365,0.1873107047154436,0.04599570291325283,0.28,-0.09268929528455644,-0.10864754078745993,0.0988676807971255,-0.1489,0.04025245921254007,0.7575848790491833,0.21356099108048704,1047.7441083712504,95.77874589232457,3.241569781346228,3,1.0805232604487427,True,`xtol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,14.254813540939,14.25687049573225,0.002056954793248522,13.9482150551,13.949993597903982,0.0017785428039811535,13.48070027382,13.479087733237638,-0.0016125405823625982,12.956,12.933019444120134,-0.02298055587986525,12.695,12.70048944515051,0.005489445150509198,12.621,12.637378734082999,0.016378734082998392
WTS-2,0.9177662206179374,0.041876287929034,0.82,0.0977662206179375,9.031980897658714,1.0764178666002806,0.3031915832378701,0.6,0.4764178666002806,0.14890413944451103,0.10629673364648624,0.2,-0.05109586055548898,0.6901767441207319,0.17445560622187417,776.7954924563776,43.65689116738703,9.375537522563533,3,3.1251791741878443,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,16.075672724468,16.125039871508147,0.04936714704014733,15.611386202416,15.56133059245461,-0.050055609961390246,14.82751621125,14.85847811244133,0.03096190119133091,13.928,13.959901366510366,0.03190136651036468,13.464,13.458979013511012,-0.005020986488988299,13.414,13.355012486828151,-0.05898751317184825
Kepler-78,0.8113537591307303,0.0107691632816783,0.779,0.03235375913073024,9.104514154114085,1.2720792078098444,0.1929461163845169,0.625,0.6470792078098444,-0.1286032836392516,0.09430421232384144,-0.18,0.051396716360748385,0.2035693388855878,0.12091084388608081,124.58526457724048,1.5352886042189797,3.1820813664318184,3,1.060693788810606,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,11.99496135,11.990439419342446,-0.004521930657555018,11.52586114662,11.52676354504616,0.0009023984261595785,10.8945436778,10.90523580395568,0.01069212615568027,10.184,10.150209944642514,-0.03379005535748547,9.675,9.669769832248509,-0.0052301677514918765,9.586,9.598626378963754,0.012626378963753737
Kepler-1694,0.8537715257685602,0.03206884520956017,0.82,0.03377152576856024,8.783175805679491,0.606981990746999,0.19931210090542856,0.7,-0.09301800925300097,0.12484128183775237,0.09876093369310958,0.14,-0.015158718162247647,0.16822673828752396,0.14905010632850677,534.7596211576098,21.637079726272646,0.9573046955045781,3,0.3191015651681927,True,`xtol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.249637681986,15.240291955371216,-0.009345726614784056,14.73942980384,14.738749929423276,-0.0006798744167237913,14.075729191452,14.088098477468778,0.012369286016777892,13.288,13.296730502100669,0.008730502100668502,12.801,12.789305272950754,-0.011694727049246012,12.712,12.709320663185718,-0.0026793368142818963
Kepler-1906,1.2210681457565902,0.08780406464762629,0.987,0.23406814575659018,8.951061102968726,0.8934311759981185,0.05187041528042334,0.5,0.3934311759981185,-0.10395327765164125,0.10012105601861021,-0.12,0.016046722348358744,0.7484367820533248,0.16760249632217886,1327.3401615820276,146.97974973168022,1.5011896692065747,3,0.5003965564021916,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.328692683233,15.310285277100608,-0.018407406132391557,14.947523484107,14.94938696471132,0.0018634806043191787,14.4021642137,14.41740378216157,0.015239568461568709,13.806,13.785138339114365,-0.020861660885634237,13.475,13.485666393096007,0.010666393096007809,13.41,13.418695597716116,0.008695597716116055
Kepler-1764,1.2890825340282692,0.0921210153813134,1.162,0.1270825340282693,8.024569087473305,0.10582032413526264,0.063377494286528,0.24,-0.13417967586473734,-0.1183967805570325,0.09994853219806536,-0.14,0.021603219442967517,0.5878133458762028,0.16784161338365225,1381.8704201126216,119.43033836816191,2.4947794828627785,3,0.8315931609542595,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.051477787874,15.03970288295163,-0.01177490492236899,14.734067788358,14.735827458608227,0.0017596702502267192,14.25501705655,14.265547648417137,0.010530591867135897,13.741,13.730049396977371,-0.010950603022628513,13.453,13.478047670851053,0.02504767085105364,13.449,13.423496387488955,-0.02550361251104505
Kepler-1679,1.0045423051141165,0.06037428205121684,0.96,0.0445423051141165,8.325625770622139,0.21165365403130315,0.13276094882946401,0.4,-0.18834634596869687,-0.05961591954795888,0.10158563487338339,-0.04,-0.019615919547958882,0.34221055876514866,0.1586617339186632,986.1069299270534,84.09859119154493,2.811807122664602,3,0.9372690408882006,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.497075316737,15.483016955952365,-0.014058360784634516,15.104711467159,15.104120275889217,-0.000591191269782243,14.548624262071,14.556347510092698,0.007723248021697771,13.898,13.924004868763664,0.026004868763664035,13.582,13.562308176024326,-0.01969182397567515,13.528,13.5045585151077,-0.02344148489230058
Kepler-1870,0.9511889908474446,0.028399605139852867,0.955,-0.003811009152555389,9.044117228823996,1.1069225345271396,0.17647815714212478,0.79,0.3169225345271396,0.05574582521300635,0.09739463530631648,0.07,-0.01425417478699366,0.16908950299815542,0.11128543871823617,409.2733025712989,15.183415205727865,1.1037372021855019,3,0.3679124007285006,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,13.817307877653,13.80772371772383,-0.00958415992917061,13.4130143921,13.40938835963547,-0.003626032464529416,12.83557988025,12.846433028221552,0.010853147971552346,12.186,12.20183380527828,0.015833805278280266,11.812,11.806675552625775,-0.005324447374224661,11.758,11.748166218051766,-0.009833781948232811
KOI-7368,0.9918860921961716,0.02127432619866312,0.879,0.11288609219617163,7.555176276116338,0.035906764731073626,0.004977686016006531,0.036,-9.32352689263713e-05,0.025909215358930156,0.07102727831040508,0.0578,-0.03189078464106984,0.828360166991008,0.08504641117704691,266.2716929319263,5.233465272589376,1.4919007036170264,3,0.4973002345390088,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,13.3138765786,13.323726953524355,0.00985037492435481,12.8311385922,12.8133508479405,-0.01778774425950047,12.1849521596,12.148857361955542,-0.036094797644457444,11.296,11.314340713004253,0.018340713004253217,10.884,10.88085376757982,-0.003146232420180084,10.794,10.785880346153313,-0.008119653846687669
Kepler-31,1.2381834784718737,0.1384511858027327,1.21,0.028183478471873746,8.635443534216877,0.4319600017065729,0.07868120004841703,0.28,0.15196000170657287,-0.07061608964917646,0.10105753164158678,-0.076,0.0053839103508235425,0.444622077252903,0.257454633696674,1673.0619511486539,251.34072387449547,1.3674411836456766,3,0.4558137278818922,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.522814724199,15.512453781258108,-0.01036094294089196,15.2115836205,15.213331755887959,0.0017481353879578165,14.735461355662,14.747437278537483,0.011975922875482325,14.233,14.225232771650889,-0.007767228349111477,13.984,13.960373536685891,-0.023626463314109003,13.871,13.912225659135242,0.041225659135241344
Kepler-1780,0.9654136312267453,0.04769165455133118,0.868,0.09741363122674529,9.160179072208651,1.4460358903688286,0.12096938687994052,0.6,0.8460358903688286,-0.007707821604921729,0.10057007190851172,0.0,-0.007707821604921729,0.3770258197259085,0.15089814337501678,823.4800463366494,59.10255491953254,0.6362993411572264,3,0.21209978038574215,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,15.339746284289,15.333909229745206,-0.00583705454379313,14.918430861152,14.91903311753806,0.0006022563860597074,14.33461004139,14.338365926093836,0.003755884703835477,13.643,13.654495658362412,0.011495658362411731,13.273,13.260982859371783,-0.012017140628216794,13.197,13.195217112873276,-0.0017828871267226987
Kepler-281,1.1828723555139826,0.11360419333291356,0.95,0.23287235551398267,7.732671433417055,0.05403453686192665,0.03873957930161546,0.6,-0.5459654631380734,0.032275208379813854,0.10077009557343762,0.02,0.012275208379813853,0.7420911468940808,0.22496641724560676,1588.5043774854773,217.76179696237568,2.8485989431737,3,0.9495329810579,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,16.16348218852,16.15013685749681,-0.013345331023188578,15.740934292504,15.743618562457778,0.0026842699537770187,15.14866304965,15.168555377225479,0.01989232757547832,14.5,14.48413904428584,-0.01586095571416024,14.16,14.149139598376951,-0.010860401623048688,13.994,14.07427225495371,0.08027225495371049
Kepler-146,1.1509726554101711,0.05615917705001063,1.079,0.07197265541017117,8.614984068752765,0.4120824023797103,0.07276240776372496,0.91,-0.49791759762028975,-0.03979932934127635,0.10169095405565166,-0.0261,-0.013699329341276347,0.33519328622724914,0.12420020910627626,752.3240016463161,53.988209573832286,6.672521837661793,3,2.2241739458872645,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,14.12044602328,14.105040798217209,-0.015405225062790961,13.79109164512,13.790449855394751,-0.0006417897252486426,13.2975019389,13.307321864828955,0.009819925928955087,12.739,12.770142448647986,0.031142448647985432,12.472,12.477785132752505,0.005785132752505362,12.475,12.431103483437036,-0.04389651656296323
