pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,gaia_Gmag,gaia_BPmag,gaia_RPmag,Tmag,e_Tmag
K2-187 c,K2-187,689268759823937280,689268759823937280,332024125,132.5235618,23.1924709,,,19.4922,0.0967,15.6548,0.00701511,13.5671,0.00156215,12.9476,0.00121661,12.7502,0.00147158,13.3229,0.00786028,13.986000061035200,0.28999999165535000,13.093000411987300,0.05999999865889550,13.524999618530300,0.2630000114440920,12.836999893188500,0.07699999958276750,12.616999626159700,0.054999999701976800,13.3332,0.001,13.152,,12.892,,12.753,,12.5674,0.0021,11.687,0.022,11.289,0.028,11.196,0.021,11.169,0.022,11.235,0.021,11.069,0.186,8.362,,13.986,0.29,13.102,0.069,12.8673,0.000247,12.854905128479000,13.25855541229250,12.291712760925300,12.3562,0.0069
K2-272 b,K2-272,659826037455527040,659826037455527040,46259692,132.6211743,17.5423852,,,19.6706,0.1176,,,,,,,,,,,14.57699966430660,0.04699999839067460,13.840999603271500,0.020999999716877900,14.15999984741210,0.0560000017285347,13.611000061035200,0.017000000923872000,13.437999725341800,0.032999999821186100,14.1015,0.0038,13.686,0.0755,13.4652,0.0041,13.4162,0.0022,13.3694,0.0034,12.486,0.022,12.076,0.02,12.0,0.018,11.985,0.023,12.017,0.023,11.576,0.243,8.563,,14.577,0.047,13.872,0.172,13.6668,0.000209,13.655426979064900,14.03735637664800,13.105304718017600,13.1736,0.0072
K2-345 b,K2-345,685979983106267136,685979983106267136,238608004,132.7075876,21.7890367,,,,,18.888,0.0196318,16.3987,0.00451599,15.1138,0.00891265,14.0697,0.00455481,13.6059,0.00488315,17.08799934387210,0.0,15.605999946594200,0.0,16.29800033569340,0.04399999976158140,14.913999557495100,0.07100000232458120,14.019000053405800,0.06800000369548800,16.1493,0.0021,14.9557,0.0028,14.0555,0.0059,13.6773,0.0025,13.4632,0.0039,12.344,0.025,11.656,0.023,11.46,0.021,11.341,0.023,11.312,0.022,11.351,0.217,8.703,,17.088,0.0,15.72,0.2,14.6951,0.000334,14.675808906555200,15.761479377746600,13.6430025100708,13.6347,0.00735657
K2-376 b,K2-376,690025807939789184,690025807939789184,117414377,132.7193327,25.0380824,22.1032,0.3329,15.4305,0.0089,,,,,,,,,,,11.074000358581500,0.06300000101327900,10.42199993133550,0.010999999940395400,10.704999923706100,0.05000000074505810,10.29800033569340,0.01600000075995920,10.14900016784670,0.03500000014901160,10.5808,0.0353,10.4711,0.098,15.0318,0.0038,9.8228,0.0833,9.9662,0.0999,9.329,0.018,9.065,0.016,9.007,0.016,8.962,0.023,8.995,0.019,9.008,0.042,8.111,,11.006,0.083,10.415,0.006,10.2998,0.000203,10.303384780883800,10.60068130493160,9.838906288146970,9.89519,0.006
K2-331 b,K2-331,608206676654888064,608206676654888064,46296576,132.7376431,13.170269,,,,,15.5371,0.00922617,11.803,0.000888147,11.1771,0.000765077,11.0635,0.00126409,13.6315,0.0136534,12.843999862670900,1.718999981880190,12.494999885559100,2.309999942779540,12.871000289917000,2.5420000553131100,11.85200023651120,1.3940000534057600,11.041999816894500,0.023000000044703500,11.786,,11.383,,11.204,,11.111,,11.079,,10.159,0.021,9.893,0.022,9.804,0.016,9.775,0.023,9.815,0.02,9.773,0.053,8.833,,12.31,0.329,11.305,0.029,11.1945,0.00077,11.19356918334960,11.522830963134800,10.70268440246580,10.7578,0.0061
K2-331 c,K2-331,608206676654888064,608206676654888064,46296576,132.7376431,13.170269,,,,,15.5371,0.00922617,11.803,0.000888147,11.1771,0.000765077,11.0635,0.00126409,13.6315,0.0136534,12.843999862670900,1.718999981880190,12.494999885559100,2.309999942779540,12.871000289917000,2.5420000553131100,11.85200023651120,1.3940000534057600,11.041999816894500,0.023000000044703500,11.786,,11.383,,11.204,,11.111,,11.079,,10.159,0.021,9.893,0.022,9.804,0.016,9.775,0.023,9.815,0.02,9.773,0.053,8.833,,12.31,0.329,11.305,0.029,11.1945,0.00077,11.19356918334960,11.522830963134800,10.70268440246580,10.7578,0.0061
K2-342 b,K2-342,685749360542215296,685749360542215296,197215129,133.1218996,21.2386816,,,16.3226,0.0142,14.4696,0.00628997,11.5699,0.000560828,11.1009,0.000557227,10.9606,0.000610222,13.1543,0.0138862,11.923999786377000,0.11699999868869800,11.208000183105500,0.06300000101327900,11.53600025177000,0.07900000363588330,10.99899959564210,0.052000001072883600,10.821999549865700,0.054999999701976800,11.46,0.0376,11.3642,0.1374,10.9586,0.0113,13.4078,0.001,11.6469,0.0,10.084,0.025,9.81,0.022,9.71,0.02,9.498,0.022,9.525,0.02,9.613,0.051,8.318,,11.754,0.232,11.338,0.016,11.0702,0.000543,11.071956634521500,11.379645347595200,10.597220420837400,10.6535,0.006
55 Cnc e,55 Cnc,704967037090946688,704967037090946688,332064670,133.1468373,28.3298154,,,,,,,,,,,,,,,,,,,,,,,,,6.2838,0.0627,,,6.1101,0.001,,,,,4.768,0.244,4.265,0.234,4.015,0.036,,,,,,,,,6.816,0.019,5.95084,0.023,5.72973,0.000852337,5.732680797576900,6.155681133270260,5.147009372711180,5.2058,0.0061
WASP-65 b,WASP-65,596931979481073152,596931979481073152,444013020,133.3242982,8.5230171,,,17.6906,0.041,15.326,0.0086337,12.521,0.00107635,11.7755,0.000780881,11.6309,0.001227,12.1361,0.00332074,12.571999549865700,0.006000000052154060,11.89799976348880,0.03799999877810480,12.194000244140600,0.05400000140070920,11.718999862670900,0.039000000804662700,11.572999954223600,0.006000000052154060,12.649,,12.163,,11.866,,11.652,,11.659,,10.669,0.022,10.44,0.032,10.346,0.021,10.307,0.022,10.351,0.02,10.275,0.073,8.361,,12.386,0.471,11.869,0.046,11.7509,0.000597,11.744914054870600,12.082473754882800,11.241601943969700,11.302,0.0061
TOI-615 b,TOI-615,5524780333100885888,5524780333100885888,190496853,133.4086892,-40.543701,,,,,,,,,,,,,,,11.015000343322800,0.01899999938905240,10.637999534606900,0.008999999612569810,10.946999549865700,0.23199999332428000,10.559000015258800,0.007000000216066840,10.579000473022500,0.029999999329447700,,,,,,,,,,,9.882,0.022,9.744,0.026,9.669,0.021,9.643,0.023,9.656,0.02,9.747,0.049,9.285,,11.111,0.112,10.825,0.008,10.5775,0.000301,10.579415321350100,10.775347709655800,10.238445281982400,10.3015,0.0061
K2-124 b,K2-124,686230534318440960,686230534318440960,197221381,133.6410515,23.1329509,,,,,20.0203,0.0421491,17.3547,0.0051925,15.9066,0.00443257,14.7601,0.00460074,14.1469,0.00469731,,,,,17.242000579834000,0.05299999937415120,15.9399995803833,0.0,14.723999977111800,0.017000000923872000,17.1012,0.0035,15.9136,0.0039,14.7673,0.0033,14.2506,0.0028,14.0093,0.0022,12.838,0.023,12.227,0.022,11.975,0.018,11.846,0.023,11.704,0.022,11.448,0.25,8.916,,18.427,0.163,16.692,0.183,15.4618,0.00053,15.437320709228500,16.746435165405300,14.310534477233900,14.2787,0.00746323
K2-268 e,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,13.551785469055200,14.025673866272000,12.922490119934100,12.986,0.006
K2-268 b,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,13.551785469055200,14.025673866272000,12.922490119934100,12.986,0.006
K2-268 f,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,13.551785469055200,14.025673866272000,12.922490119934100,12.986,0.006
K2-268 d,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,13.551785469055200,14.025673866272000,12.922490119934100,12.986,0.006
K2-268 c,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,13.551785469055200,14.025673866272000,12.922490119934100,12.986,0.006
K2-358 b,K2-358,660400738439361280,660400738439361280,197241396,133.8081054,18.9497263,,,,,15.7893,0.00516487,14.403,0.00396847,13.6509,0.00427765,13.6406,0.00393779,13.4801,0.00478451,14.479999542236300,0.050999999046325700,13.753999710083000,0.03099999949336050,14.093999862670900,0.04500000178813930,13.552000045776400,0.03500000014901160,13.401000022888200,0.03400000184774400,14.0173,0.0002,13.5276,0.0016,13.3848,0.001,13.3509,0.0028,13.3079,0.009,12.422,0.022,12.051,0.027,11.989,0.021,11.946,0.022,12.018,0.023,11.65,,8.633,,14.48,0.051,13.699,0.137,13.5733,0.000172,13.561483383178700,13.935162544250500,13.020939826965300,13.0892,0.0063
K2-336 b,K2-336,611580390645372672,611580390645372672,46382728,133.8382032,16.7940663,,,18.9391,0.0765,15.6273,0.00804764,13.3251,0.00141422,12.5517,0.00083298,12.3834,0.00179774,14.5894,0.0252568,13.432999610900900,0.024000000208616300,12.72700023651120,0.04100000113248830,13.031999588012700,0.06300000101327900,12.479000091552700,0.03700000047683720,12.314000129699700,0.035999998450279200,13.432,,12.829,,12.538,,12.369,,12.2034,0.0049,11.291,0.022,10.911,0.024,10.796,0.019,10.759,0.022,10.811,0.021,10.774,0.126,8.946,,13.433,0.024,12.803,0.114,12.5114,0.000183,12.499709129333500,12.898674964904800,11.935150146484400,12.004,0.006
K2-117 b,K2-117,597829077890316928,597829077890316928,458686847,133.8557342,10.4692176,,,,,18.0974,0.0126997,15.4603,0.00349902,14.0228,0.0034039,15.4973,0.0129116,12.6845,0.00358109,16.128999710083000,0.029999999329447700,14.621000289917000,0.07100000232458120,15.392000198364300,0.09600000083446500,14.027000427246100,0.03700000047683720,13.194999694824200,0.10999999940395400,15.2374,0.0006,14.0588,0.0085,13.387,,12.946,,12.601,0.012,11.447,0.023,10.801,0.029,10.589,0.025,10.489,0.022,10.44,0.019,10.334,0.079,8.9,,16.129,0.03,14.639,0.149,13.8012,0.000243,13.783935546875,14.856407165527300,12.757360458374000,12.7482,0.00730415
K2-117 c,K2-117,597829077890316928,597829077890316928,458686847,133.8557342,10.4692176,,,,,18.0974,0.0126997,15.4603,0.00349902,14.0228,0.0034039,15.4973,0.0129116,12.6845,0.00358109,16.128999710083000,0.029999999329447700,14.621000289917000,0.07100000232458120,15.392000198364300,0.09600000083446500,14.027000427246100,0.03700000047683720,13.194999694824200,0.10999999940395400,15.2374,0.0006,14.0588,0.0085,13.387,,12.946,,12.601,0.012,11.447,0.023,10.801,0.029,10.589,0.025,10.489,0.022,10.44,0.019,10.334,0.079,8.9,,16.129,0.03,14.639,0.149,13.8012,0.000243,13.783935546875,14.856407165527300,12.757360458374000,12.7482,0.00730415
TOI-1883 b,TOI-1883,5735744144510573696,5735744144510573696,348755728,134.0892456,-12.9306438,,,,,,,,,,,,,,,,,,,,,,,,,16.1244,0.0016,14.997,0.0027,13.8298,0.0015,13.3242,0.0047,13.0819,0.0048,11.871,0.024,11.234,0.024,10.994,0.023,10.909,0.024,10.809,0.02,10.525,0.093,8.349,,17.533,0.168,15.792,0.069,14.5242,0.000502,14.501935958862300,15.799155235290500,13.37529468536380,13.3462,0.00750319
K2-343 b,K2-343,685818492336147072,685818492336147072,197246627,134.2021746,21.5026882,,,,,19.4795,0.0251797,16.8313,0.00461755,15.3926,0.00450055,14.4654,0.00481478,13.9728,0.00481398,,,,,16.77199935913090,0.06300000101327900,15.375,0.164000004529953,14.409000396728500,0.03500000014901160,16.6221,0.0023,15.4106,0.0037,14.4754,0.0048,14.0812,0.0029,13.8617,0.0082,12.692,0.02,12.07,0.024,11.855,0.023,11.727,0.023,11.658,0.022,11.474,0.232,8.493,,18.001,0.164,16.01,0.183,15.1312,0.000291,15.111376762390100,16.234594345092800,14.05740737915040,14.0431,0.00729497
K2-343 c,K2-343,685818492336147072,685818492336147072,197246627,134.2021746,21.5026882,,,,,19.4795,0.0251797,16.8313,0.00461755,15.3926,0.00450055,14.4654,0.00481478,13.9728,0.00481398,,,,,16.77199935913090,0.06300000101327900,15.375,0.164000004529953,14.409000396728500,0.03500000014901160,16.6221,0.0023,15.4106,0.0037,14.4754,0.0048,14.0812,0.0029,13.8617,0.0082,12.692,0.02,12.07,0.024,11.855,0.023,11.727,0.023,11.658,0.022,11.474,0.232,8.493,,18.001,0.164,16.01,0.183,15.1312,0.000291,15.111376762390100,16.234594345092800,14.05740737915040,14.0431,0.00729497
K2-123 b,K2-123,685065155072248192,685065155072248192,197249801,134.4441404,21.4532748,,,,,,,,,,,,,,,16.29199981689450,0.10100000351667400,14.781000137329100,0.03400000184774400,15.583999633789100,0.039000000804662700,14.157999992370600,0.07100000232458120,13.42300033569340,0.07000000029802320,15.4154,0.0069,14.2249,0.003,13.5214,0.0017,13.2271,0.0011,13.0493,0.0046,11.907,0.02,11.25,0.023,11.055,0.022,10.961,0.023,10.981,0.021,10.919,0.129,8.525,,16.292,0.101,14.781,0.034,14.0916,0.000306,14.076879501342800,15.020915985107400,13.115445137023900,13.1214,0.00736358
G 9-40 b,G 9-40,684992690384102528,684992690384102528,203214081,134.7188514,21.0747961,,,,,17.28,0.0126585,16.0466,0.00709231,13.372,0.00140189,12.135,0.00127239,13.8174,0.0150014,15.47700023651120,0.07900000363588330,13.821000099182100,0.04399999976158140,14.630000114440900,0.05400000140070920,13.218999862670900,0.07199999690055850,11.906999588012700,0.05000000074505810,14.4642,0.0013,13.2685,0.001,12.0228,0.001,11.578,0.0454,12.0864,0.001,10.058,0.022,9.433,0.023,9.19,0.018,,,,,,,,,15.477,0.079,13.821,0.044,12.7331,0.00044,12.715983390808100,14.095940589904800,11.561552047729500,11.5219,0.00739487
TOI-2669 b,TOI-2669,5735664051960550144,5735664051960550144,348835438,134.7226445,-13.3125792,,,,,,,,,,,,,,,11.888999938964800,0.026000000536441800,10.873000144958500,0.03400000184774400,11.347999572753900,0.029999999329447700,10.550000190734900,0.014999999664723900,10.324999809265100,0.039000000804662700,,,,,10.2607,0.001,12.1116,0.1524,,,9.121,0.037,8.569,0.044,8.492,0.023,8.422,0.023,8.504,0.019,8.409,0.024,8.305,0.304,12.0,0.157,10.916,0.015,10.6019,0.000258,10.603910446167000,11.118317604064900,9.933917045593260,9.9917,0.0072
TOI-2368 b,TOI-2368,5325498111172934784,5325498111172934784,401125028,134.9576234,-48.4884929,,,,,,,,,,,,,,,13.435999870300300,0.010999999940395400,12.522000312805200,0.01899999938905240,12.960000038147000,0.017999999225139600,12.23799991607670,0.032999999821186100,11.998000144958500,0.006000000052154060,,,,,,,,,,,10.916,0.021,10.509,0.024,10.342,0.02,10.355,0.023,10.445,0.021,10.364,0.069,9.12,,13.436,0.011,12.486,0.069,12.2727,0.000245,12.265600204467800,12.737476348877000,11.637786865234400,11.6955,0.006
K2-419 A b,K2-419 A,605593554127479936,605593554127479936,437054764,135.0194934,13.2737056,,,,,19.7625,0.0370881,17.2776,0.0044478,15.9113,0.00364892,15.0744,0.00360332,14.6143,0.00436748,17.820999145507800,0.0,16.577999114990200,0.0,17.216999053955100,0.014000000432133700,15.911999702453600,0.03999999910593030,15.038000106811500,0.07500000298023220,17.0918,0.0026,15.9334,0.0021,15.0974,0.0023,14.7323,0.0043,14.5233,0.0025,13.358,0.024,12.744,0.027,12.555,0.024,12.418,0.023,12.329,0.024,12.027,0.33,8.57,,17.821,0.0,16.52,0.2,15.7336,0.000486,15.713194847106900,16.7370662689209,14.692144393920900,14.6831,0.0081122
K2-186 b,K2-186,612404474610535936,612404474610535936,203228393,135.3350487,18.8252879,,,17.6144,0.0377,14.7862,0.00505557,12.6421,0.00169468,12.2196,0.00185892,12.1009,0.00140364,12.8157,0.00742666,12.944000244140600,0.03999999910593030,12.295000076293900,0.029999999329447700,12.579999923706100,0.004999999888241290,12.163000106811500,0.01899999938905240,12.017000198364300,0.02500000037252900,12.727,,12.321,,12.156,,12.081,,12.0374,0.0003,11.142,0.022,10.84,0.023,10.774,0.021,10.733,0.023,10.762,0.02,10.621,0.096,8.145,,12.944,0.04,12.413,0.114,12.1713,0.000177,12.161765098571800,12.487425804138200,11.674973487854000,11.7386,0.0064
HAT-P-42 b,HAT-P-42,583455604761166848,583455604761166848,270468559,135.3443583,6.0970828,,,17.9115,0.0451,14.6496,0.00414614,12.6126,0.00127557,13.8471,0.00716439,11.9737,0.00111152,12.6331,0.00434775,12.82699966430660,0.01899999938905240,12.168000221252400,0.032999999821186100,12.447999954223600,0.06499999761581420,11.991999626159700,0.03099999949336050,11.845999717712400,0.04500000178813930,12.467,,12.09,,11.944,,11.885,,11.869,,10.96,0.023,10.677,0.024,10.626,0.026,10.569,0.023,10.617,0.019,10.68,0.103,9.103,,12.827,0.019,12.125,0.046,12.0031,0.00021,11.993415832519500,12.328919410705600,11.498432159423800,11.5598,0.006
WASP-170 b,WASP-170,5656184406542140032,5656184406542140032,118956453,135.4163028,-20.7203686,,,18.8047,0.0706,,,,,,,,,,,13.463000297546400,0.019999999552965200,12.654999732971200,0.02199999988079070,13.022000312805200,0.035999998450279200,12.395999908447300,0.017999999225139600,12.279000282287600,0.10899999737739600,13.173,,12.645,,12.375,,12.199,,12.1116,0.0008,11.133,0.026,10.84,0.023,10.724,0.023,10.644,0.023,10.676,0.021,10.523,0.099,8.708,,13.463,0.02,12.613,0.034,12.4693,0.000531,12.462804794311500,12.88314437866210,11.877084732055700,11.9397,0.0062
TOI-2545 b,TOI-2545,5762607889340459008,5762607889340459008,149845414,135.5458029,-3.4208194,21.7601,0.3768,14.4896,0.0072,,,,,,,,,,,10.03600025177000,0.026000000536441800,,,10.23799991607670,0.1120000034570690,,,,,9.784,,9.463,,9.333,,9.267,,9.239,,8.361,0.023,8.148,0.024,8.06,0.02,8.027,0.022,8.078,0.02,8.046,0.023,7.829,0.186,10.055,0.053,9.521,0.004,9.2949,0.000228,9.302309036254880,9.584562301635740,8.85377025604248,8.90594,0.0061
K2-332 b,K2-332,607158571490718208,607158571490718208,330621494,135.8832666,14.2504994,,,22.5686,0.4505,21.2486,0.112268,18.649,0.00848085,17.219,0.00478262,15.7464,0.0033966,14.9329,0.0041828,,,,,,,,,,,18.4081,0.0048,17.2046,0.0059,15.7355,0.0017,15.0695,0.0041,14.7589,0.0049,13.501,0.024,12.947,0.032,12.638,0.026,12.436,0.024,12.292,0.024,12.137,0.441,8.759,,19.768,0.162,,,16.4791,0.001002,16.451404571533200,18.073190689086900,15.22366714477540,15.155,0.00771317
K2-344 b,K2-344,685235991691684352,685235991691684352,203289099,136.3614923,21.6685886,,,,,17.044,0.0111872,16.8289,0.0236173,15.6525,0.0136677,14.7603,0.0123643,12.1876,0.00375722,14.960000038147000,0.013000000268220900,13.444000244140600,0.05700000002980230,14.25100040435790,0.041999999433755900,12.87399959564210,0.032999999821186100,12.031999588012700,0.08699999749660490,14.1135,0.0035,12.885,,12.312,,11.928,,11.744,,10.496,0.023,9.858,0.022,9.662,0.025,9.563,0.022,9.538,0.02,9.441,0.042,8.379,,14.96,0.013,13.423,0.114,12.7423,0.000467,12.728947639465300,13.709789276123000,11.750096321106000,11.7538,0.00729115
TOI-5573 b,TOI-5573,1023967108706495360,1023967108705998208,459762279,136.4259999,55.3071309,,,,,18.9695,0.0187805,16.3227,0.00387966,14.9027,0.00378045,15.3077,0.0124437,13.5874,0.00407781,17.062999725341800,0.07999999821186070,15.508000373840300,0.035999998450279200,16.165000915527300,0.12700000405311600,14.868000030517600,0.0949999988079071,13.97700023651120,0.07500000298023220,16.0883,0.0024,14.9037,0.0034,14.0479,0.003,13.6801,0.0094,13.4744,0.0036,12.305,0.024,11.646,0.028,11.448,0.022,11.343,0.023,11.374,0.021,11.434,0.174,8.752,,17.063,-0.08,15.508,0.036,14.6741,0.000372,14.656245231628400,15.721997261047400,13.630331993103000,13.6281,0.00750848
K2-334 b,K2-334,610858393758591104,610858393758591104,330687113,136.4894259,16.3255146,21.8402,0.4303,15.9441,0.014,14.7742,0.00875536,11.7009,0.000704864,11.4158,0.000717408,11.3381,0.00085878,12.0484,0.00331251,11.932000160217300,0.03099999949336050,11.451000213623000,0.017000000923872000,11.630000114440900,0.03700000047683720,11.336000442504900,0.024000000208616300,11.260000228881800,0.03999999910593030,11.829,,11.585,,11.472,,11.354,,11.343,,10.501,0.023,10.324,0.03,10.234,0.023,10.229,0.023,10.262,0.02,10.26,0.074,8.941,,11.791,0.259,11.842,0.028,11.3479,0.000605,11.346735000610400,11.59781265258790,10.942044258117700,10.999,0.0087
EPIC 211945201 b,EPIC 211945201,636363799347569408,636363799347569408,243244680,136.5741931,19.4020565,21.5005,0.3496,15.1184,0.0099,,,,,,,,,,,10.70199966430660,0.03700000047683720,10.227999687194800,0.12399999797344200,10.395999908447300,0.07900000363588330,10.062999725341800,0.050999999046325700,10.053999900817900,0.09600000083446500,10.439,,10.142,,10.038,,10.01,,10.008,,9.144,0.023,8.908,0.028,8.837,0.02,8.822,0.023,8.844,0.02,8.81,0.028,8.623,0.398,10.938,0.113,10.154,0.008,10.0512,0.000372,10.056371688842800,10.335118293762200,9.616198539733890,9.66896,0.0061
HD 77946 b,HD 77946,1011435012611767552,1011435012611142784,39699648,136.777644,46.6724251,,,,,,,,,,,,,,,10.244000434875500,0.0,,,10.064000129699700,0.0,,,,,9.6154,0.1713,9.6516,0.001,9.2311,,9.662,0.001,9.8662,,7.904,0.02,7.67,0.016,7.622,0.02,7.555,0.031,7.636,0.019,7.617,0.018,7.662,0.163,9.588,0.037,8.99,0.03,8.85184,0.000243,8.859901428222660,9.146353721618650,8.409555435180660,8.4594,0.006
K2-333 b,K2-333,607345660265955456,607345660265955456,330690135,136.7892752,15.2056765,,,17.619,0.0301,15.1454,0.00799784,12.4886,0.000914981,12.0525,0.00100309,11.9409,0.00105079,13.1653,0.00769454,12.729999542236300,0.014999999664723900,12.111000061035200,0.02199999988079070,12.36299991607670,0.032999999821186100,11.939000129699700,0.014000000432133700,11.824999809265100,0.004999999888241290,12.201,,11.873,,11.793,,11.795,,11.798,,10.941,0.023,10.603,0.028,10.596,0.024,10.574,0.022,10.614,0.02,10.585,0.098,8.509,,12.482,0.353,12.073,0.092,11.9866,0.000194,11.976839065551800,12.300060272216800,11.492356300354000,11.5559,0.0065
K2-415 b,K2-415,604215144503584640,604215144503584640,323687123,137.2015437,11.8622503,,,,,18.9046,0.0192657,16.2083,0.00381802,14.6519,0.00397702,16.0743,0.0133955,12.216,0.00411625,17.065000534057600,0.07000000029802320,15.329999923706100,0.027000000700354600,16.04400062561040,0.054999999701976800,14.699999809265100,0.03700000047683720,13.074000358581500,0.06700000166893010,15.9271,0.0038,14.6492,0.0018,13.0704,0.0059,12.3486,0.0034,11.9894,0.0111,10.739,0.026,10.17,0.023,9.899,0.023,,,,,,,,,17.065,0.07,15.33,0.027,13.7957,0.000374,13.770329475402800,15.535660743713400,12.509057998657200,12.4289,0.00729936
K2-374 c,K2-374,607937055787752576,607937055787752576,321285788,137.3794986,16.3558324,,,17.6241,0.032,15.6129,0.0105885,13.3165,0.00157303,12.6953,0.000986272,12.5771,0.00185062,14.0956,0.0111332,13.427000045776400,0.006000000052154060,12.819000244140600,0.0,13.059000015258800,0.0,12.631999969482400,0.0,12.461999893188500,0.039000000804662700,13.18,,12.786,,12.635,,12.576,,12.4855,0.0037,11.644,0.028,11.344,0.03,11.287,0.02,11.226,0.021,11.272,0.021,11.31,0.191,8.089,,13.427,-0.006,12.783,0.092,12.6473,0.000177,12.635031700134300,12.947903633117700,12.161256790161100,12.229,0.0065
K2-374 b,K2-374,607937055787752576,607937055787752576,321285788,137.3794986,16.3558324,,,17.6241,0.032,15.6129,0.0105885,13.3165,0.00157303,12.6953,0.000986272,12.5771,0.00185062,14.0956,0.0111332,13.427000045776400,0.006000000052154060,12.819000244140600,0.0,13.059000015258800,0.0,12.631999969482400,0.0,12.461999893188500,0.039000000804662700,13.18,,12.786,,12.635,,12.576,,12.4855,0.0037,11.644,0.028,11.344,0.03,11.287,0.02,11.226,0.021,11.272,0.021,11.31,0.191,8.089,,13.427,-0.006,12.783,0.092,12.6473,0.000177,12.635031700134300,12.947903633117700,12.161256790161100,12.229,0.0065
TOI-3807 b,TOI-3807,1117620107545810944,1117620107545810944,289661991,139.1125648,69.0741284,,,18.0263,0.0334,,,,,,,,,,,12.875,0.07599999755620960,12.11299991607670,0.05299999937415120,12.519000053405800,0.0560000017285347,11.925000190734900,0.054999999701976800,11.762999534606900,0.06400000303983690,12.222,,11.895,,11.814,,11.817,,11.819,,10.956,0.027,10.634,0.03,10.617,0.019,10.591,0.022,10.644,0.021,10.591,0.073,8.566,,12.757,0.268,11.856,0.02,12.0338,0.000172,12.024529457092300,12.367783546447800,11.520048141479500,11.5817,0.0075
