pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,gaia_Gmag,gaia_BPmag,gaia_RPmag,Tmag,e_Tmag
Kepler-166 d,Kepler-166,2129025841368107136,2129025841368107136,26814955,293.1600977,48.8812074,,,,,,,,,,,,,,,15.678000450134300,0.01899999938905240,14.930000305175800,0.032999999821186100,15.204999923706100,0.03400000184774400,14.678000450134300,0.050999999046325700,14.505999565124500,0.05700000002980230,15.1985,0.0044,14.6401,0.0032,14.4488,0.0012,14.3757,0.0047,14.3163,0.0016,13.346,0.022,12.941,0.021,12.876,0.032,12.827,0.024,12.855,0.024,12.694,0.284,9.859,,15.678,0.019,14.857,0.126,14.6848,0.000263,14.672103881835900,15.106973648071300,14.07610034942630,14.143,0.0067
Kepler-166 c,Kepler-166,2129025841368107136,2129025841368107136,26814955,293.1600977,48.8812074,,,,,,,,,,,,,,,15.678000450134300,0.01899999938905240,14.930000305175800,0.032999999821186100,15.204999923706100,0.03400000184774400,14.678000450134300,0.050999999046325700,14.505999565124500,0.05700000002980230,15.1985,0.0044,14.6401,0.0032,14.4488,0.0012,14.3757,0.0047,14.3163,0.0016,13.346,0.022,12.941,0.021,12.876,0.032,12.827,0.024,12.855,0.024,12.694,0.284,9.859,,15.678,0.019,14.857,0.126,14.6848,0.000263,14.672103881835900,15.106973648071300,14.07610034942630,14.143,0.0067
Kepler-1478 b,Kepler-1478,2077601407662547072,2077601407662547072,138097834,293.1650085,41.746184,,,,,,,,,,,,,,,,,,,,,,,,,15.7998,0.0021,15.375,0.0027,15.2392,0.0026,15.1883,0.0024,15.1507,0.002,14.28,0.03,13.975,0.033,13.873,0.059,13.87,0.025,13.858,0.031,12.937,,9.306,,16.481,0.017,15.409,0.24,15.3994,0.000466,15.386787414550800,15.739410400390600,14.866140365600600,14.9375,0.0067
Kepler-610 c,Kepler-610,2126509368492076928,2126509364192049152,275491028,293.1713241,45.0655934,,,,,,,,,,,,,,,15.76200008392330,0.18799999356269800,14.982000350952100,0.028999999165535000,15.27400016784670,0.09799999743700030,14.75,0.035999998450279200,14.576000213623000,0.08900000154972080,15.228,0.0009,14.7381,0.0029,14.5761,0.0012,14.5241,0.0016,14.4821,0.0029,13.601,0.022,13.306,0.026,13.267,0.048,13.128,0.025,13.126,0.026,12.722,0.357,9.154,,15.762,0.188,14.816,0.229,14.7698,0.000436,14.75911808013920,15.148990631103500,14.204428672790500,14.2686,0.009
Kepler-610 b,Kepler-610,2126509368492076928,2126509364192049152,275491028,293.1713241,45.0655934,,,,,,,,,,,,,,,15.76200008392330,0.18799999356269800,14.982000350952100,0.028999999165535000,15.27400016784670,0.09799999743700030,14.75,0.035999998450279200,14.576000213623000,0.08900000154972080,15.228,0.0009,14.7381,0.0029,14.5761,0.0012,14.5241,0.0016,14.4821,0.0029,13.601,0.022,13.306,0.026,13.267,0.048,13.128,0.025,13.126,0.026,12.722,0.357,9.154,,15.762,0.188,14.816,0.229,14.7698,0.000436,14.75911808013920,15.148990631103500,14.204428672790500,14.2686,0.009
Kepler-520 b,Kepler-520,2077598384004774912,2077598384004774912,138097531,293.1802903,41.6177408,,,,,,,,,,,,,,,13.527999877929700,0.012000000104308100,12.821999549865700,0.019999999552965200,13.145000457763700,0.006000000052154060,12.666000366210900,0.014999999664723900,12.597999572753900,0.017000000923872000,13.258,,12.913,,12.777,,12.715,,12.6428,0.0054,11.806,0.02,11.552,0.021,11.488,0.02,11.38,0.022,11.423,0.02,11.289,0.108,8.921,,13.528,0.012,12.798,0.092,12.7602,0.000236,12.756986618042000,13.043879508972200,12.295003890991200,12.3616,0.006
Kepler-520 c,Kepler-520,2077598384004774912,2077598384004774912,138097531,293.1802903,41.6177408,,,,,,,,,,,,,,,13.527999877929700,0.012000000104308100,12.821999549865700,0.019999999552965200,13.145000457763700,0.006000000052154060,12.666000366210900,0.014999999664723900,12.597999572753900,0.017000000923872000,13.258,,12.913,,12.777,,12.715,,12.6428,0.0054,11.806,0.02,11.552,0.021,11.488,0.02,11.38,0.022,11.423,0.02,11.289,0.108,8.921,,13.528,0.012,12.798,0.092,12.7602,0.000236,12.756986618042000,13.043879508972200,12.295003890991200,12.3616,0.006
Kepler-766 b,Kepler-766,2052234368740841600,2052234368740841600,138036952,293.1845144,37.9698357,,,,,17.6964,0.0126126,16.1443,0.00338781,15.5792,0.00346464,15.3726,0.00358887,15.2866,0.00510719,,,,,,,,,,,16.1198,0.0025,15.6258,0.0012,15.4389,0.002,15.3661,0.0022,15.3046,0.0028,14.398,0.038,14.128,0.038,13.994,,13.822,0.026,13.883,0.04,12.563,,9.245,,16.032,0.073,15.825,0.15,15.648,0.000661,15.635354042053200,16.03892707824710,15.060195922851600,15.1307,0.0071
Kepler-1070 b,Kepler-1070,2129064874031303936,2129064874031303936,26814296,293.1953923,49.316541,,,,,,,,,,,,,,,14.666000366210900,0.006000000052154060,14.109999656677200,0.13099999725818600,14.314000129699700,0.023000000044703500,14.079999923706100,0.02500000037252900,13.949999809265100,0.08699999749660490,14.2262,0.0028,13.9208,0.0066,13.8286,0.0048,13.8157,0.0023,13.7884,0.002,12.956,0.022,12.701,0.022,12.681,0.03,12.543,0.023,12.562,0.021,12.614,0.311,9.736,,14.666,0.006,14.133,0.149,13.913,0.000327,13.9039888381958,14.182677268981900,13.45267105102540,13.5241,0.0065
Kepler-1078 b,Kepler-1078,2077837390345483904,2077837390345483904,275494550,293.2005664,43.0500379,,,,,,,,,,,,,,,16.48699951171880,0.054999999701976800,15.892999649047900,0.028999999165535000,16.05699920654300,0.06300000101327900,15.62600040435790,0.06700000166893010,15.4350004196167,0.1340000033378600,16.0872,0.0035,15.5765,0.0034,15.3863,0.002,15.313,0.0046,15.2634,0.0026,14.398,0.031,14.024,0.03,13.932,0.071,13.859,0.028,13.924,0.033,12.825,,9.027,,16.487,0.055,15.703,0.103,15.6075,0.000426,15.595430374145500,16.00431251525880,15.016412734985400,15.0868,0.0079
Kepler-1322 c,Kepler-1322,2126524001437900928,2126524001437900928,275490412,293.2045009,45.4353919,,,,,,,,,,,,,,,,,,,,,,,,,16.27,0.0019,15.7296,0.0024,15.5439,0.0024,15.4672,0.0034,15.433,0.0034,14.572,0.034,14.167,0.033,14.068,0.079,14.075,0.025,14.057,0.032,12.786,,9.381,,16.84,0.072,15.876,0.229,15.7753,0.000593,15.764378547668500,16.184507369995100,15.183186531066900,15.2487,0.007
Kepler-1322 b,Kepler-1322,2126524001437900928,2126524001437900928,275490412,293.2045009,45.4353919,,,,,,,,,,,,,,,,,,,,,,,,,16.27,0.0019,15.7296,0.0024,15.5439,0.0024,15.4672,0.0034,15.433,0.0034,14.572,0.034,14.167,0.033,14.068,0.079,14.075,0.025,14.057,0.032,12.786,,9.381,,16.84,0.072,15.876,0.229,15.7753,0.000593,15.764378547668500,16.184507369995100,15.183186531066900,15.2487,0.007
Kepler-320 b,Kepler-320,2128079230577866880,2128079230577866880,275575525,293.2135155,46.1751457,,,,,,,,,,,,,,,,,,,,,,,,,13.7566,0.0127,13.395,,13.345,,13.3541,0.0006,13.3572,0.006,12.546,0.019,12.283,0.021,12.307,0.03,12.199,0.023,12.228,0.022,12.213,0.225,9.497,,14.243,0.064,13.494,0.103,13.4337,0.000211,13.421764373779300,13.694989204406700,12.992371559143100,13.0599,0.0078
Kepler-320 c,Kepler-320,2128079230577866880,2128079230577866880,275575525,293.2135155,46.1751457,,,,,,,,,,,,,,,,,,,,,,,,,13.7566,0.0127,13.395,,13.345,,13.3541,0.0006,13.3572,0.006,12.546,0.019,12.283,0.021,12.307,0.03,12.199,0.023,12.228,0.022,12.213,0.225,9.497,,14.243,0.064,13.494,0.103,13.4337,0.000211,13.421764373779300,13.694989204406700,12.992371559143100,13.0599,0.0078
Kepler-1127 b,Kepler-1127,2077805263989929728,2077805263989929728,275569511,293.2173563,42.7205846,,,,,,,,,,,,,,,15.993000030517600,0.04899999871850010,15.385000228881800,0.05299999937415120,15.583999633789100,0.04399999976158140,15.102999687194800,0.028999999165535000,14.98900032043460,0.10599999874830200,15.6273,0.0047,15.1,0.0027,14.9107,0.0023,14.839,0.0031,14.7788,0.0039,13.861,0.023,13.507,0.034,13.463,0.051,13.38,0.026,13.434,0.028,12.468,,9.248,,15.993,0.049,15.162,0.069,15.1325,0.000392,15.120926856994600,15.54003620147710,14.540645599365200,14.6039,0.0072
Kepler-805 b,Kepler-805,2126508676995012352,2126508676995012352,275573748,293.2300178,45.053364,,,,,,,,,,,,,,,13.206000328064000,0.1809999942779540,12.642000198364300,0.024000000208616300,12.845000267028800,0.11400000005960500,12.510000228881800,0.041999999433755900,12.380999565124500,0.04399999976158140,13.019,,12.659,,12.517,,12.456,,12.3795,0.0059,11.547,0.018,11.294,0.019,11.2,0.018,11.17,0.023,11.189,0.02,11.23,0.102,9.009,,13.206,0.181,12.586,0.069,12.5048,0.000194,12.496545791626000,12.788188934326200,12.042337417602500,12.1079,0.0096
Kepler-358 b,Kepler-358,2128902558627267200,2128902558627267200,26815908,293.2302333,48.2813901,,,,,,,,,,,,,,,16.343000411987300,0.07000000029802320,15.479000091552700,0.017000000923872000,15.75,0.22599999606609300,15.236000061035200,0.10499999672174500,14.980999946594200,0.15000000596046400,15.7949,0.0044,15.3196,0.0013,15.1511,0.002,15.1001,0.0048,15.0787,0.0039,14.106,0.031,13.789,0.038,13.652,0.053,13.564,0.024,13.583,0.028,13.185,0.434,9.786,,16.343,0.07,15.516,0.149,15.3559,0.000434,15.345187187194800,15.73511028289800,14.795202255249000,14.8598,0.0063
Kepler-358 c,Kepler-358,2128902558627267200,2128902558627267200,26815908,293.2302333,48.2813901,,,,,,,,,,,,,,,16.343000411987300,0.07000000029802320,15.479000091552700,0.017000000923872000,15.75,0.22599999606609300,15.236000061035200,0.10499999672174500,14.980999946594200,0.15000000596046400,15.7949,0.0044,15.3196,0.0013,15.1511,0.002,15.1001,0.0048,15.0787,0.0039,14.106,0.031,13.789,0.038,13.652,0.053,13.564,0.024,13.583,0.028,13.185,0.434,9.786,,16.343,0.07,15.516,0.149,15.3559,0.000434,15.345187187194800,15.73511028289800,14.795202255249000,14.8598,0.0063
Kepler-754 b,Kepler-754,2051669906960994304,2051669906960994304,138036531,293.2541121,37.8461519,,,,,17.0192,0.00894346,15.614,0.00323735,15.0639,0.00329807,14.8603,0.00349327,14.77,0.00443486,,,,,,,,,,,15.5794,0.0025,15.1066,0.0011,14.9292,0.0017,14.8695,0.0012,14.8057,0.0042,13.895,0.022,13.566,0.027,13.516,0.041,13.516,0.025,13.559,0.031,12.671,,9.231,,15.894,0.066,15.352,0.206,15.1258,0.000408,15.114970207214400,15.504534721374500,14.550932884216300,14.6248,0.0073
Kepler-69 b,Kepler-69,2126436800722944000,2126436800722944000,275573429,293.2609013,44.8688656,,,,,,,,,,,,,,,14.654999732971200,0.027000000700354600,13.859999656677200,0.012000000104308100,14.241000175476100,0.07699999958276750,13.711000442504900,0.029999999329447700,13.57800006866460,0.06300000101327900,14.1061,0.0006,13.6998,0.0022,13.5645,0.0011,13.5277,0.0011,13.488,0.0023,12.631,0.019,12.284,0.019,12.234,0.026,12.168,0.022,12.231,0.021,12.206,0.248,9.406,,14.655,0.027,13.866,0.092,13.712,0.000192,13.699360847473100,14.0422945022583,13.192700386047400,13.2617,0.0089
Kepler-69 c,Kepler-69,2126436800722944000,2126436800722944000,275573429,293.2609013,44.8688656,,,,,,,,,,,,,,,14.654999732971200,0.027000000700354600,13.859999656677200,0.012000000104308100,14.241000175476100,0.07699999958276750,13.711000442504900,0.029999999329447700,13.57800006866460,0.06300000101327900,14.1061,0.0006,13.6998,0.0022,13.5645,0.0011,13.5277,0.0011,13.488,0.0023,12.631,0.019,12.284,0.019,12.234,0.026,12.168,0.022,12.231,0.021,12.206,0.248,9.406,,14.655,0.027,13.866,0.092,13.712,0.000192,13.699360847473100,14.0422945022583,13.192700386047400,13.2617,0.0089
Kepler-1095 b,Kepler-1095,2077580345142027136,2077580345142027136,138096962,293.2624215,41.3650155,,,,,,,,,,,,,,,15.446000099182100,0.01899999938905240,14.645999908447300,0.041999999433755900,15.001999855041500,0.03500000014901160,14.411999702453600,0.07699999958276750,14.307000160217300,0.12300000339746500,14.9383,0.0031,14.4989,0.0018,14.3598,0.004,14.3017,0.006,14.2732,0.0026,13.332,0.028,12.949,0.03,12.899,0.038,12.594,0.024,12.636,0.024,12.516,0.323,9.239,,15.446,0.019,14.597,0.149,14.5261,0.000293,14.513663291931200,14.873279571533200,13.987582206726100,14.0564,0.0075
KOI-3680 b,KOI-3680,2126518783059463168,2126518783059463168,275574174,293.2815266,45.3096572,,,,,,,,,,,,,,,15.258999824523900,0.16500000655651100,14.708999633789100,0.019999999552965200,14.854999542236300,0.03500000014901160,14.473999977111800,0.010999999940395400,14.314000129699700,0.07699999958276750,14.915,0.0011,14.4715,0.001,14.3236,0.0022,14.2924,0.0057,14.2594,0.0053,13.384,0.021,13.041,0.027,13.101,0.039,12.996,0.024,13.011,0.024,12.393,,9.466,,15.259,0.165,14.616,0.103,14.5027,0.000281,14.490663528442400,14.85310173034670,13.964578628540000,14.0291,0.0085
Kepler-432 b,Kepler-432,2128901871432519936,2128901871432519936,26817004,293.2822344,48.2859173,,,,,,,,,,,,,,,13.484999656677200,0.14100000262260400,12.46399974823000,0.057999998331069900,12.930000305175800,0.10999999940395400,12.20199966430660,0.08100000023841860,11.901000022888200,0.07900000363588330,12.972,,12.288,,11.982,,11.807,,11.725,,10.684,0.021,10.221,0.019,10.121,0.017,10.052,0.022,10.12,0.02,10.011,0.034,9.583,0.429,13.485,0.141,12.398,0.057,12.1822,0.000162,12.177112579345700,12.673900604248000,11.517497062683100,11.5815,0.0067
HD 183579 b,HD 183579,6641996571978861440,6641996571978861440,320004517,293.2866147,-54.5327284,21.0048,0.2356,14.0339,0.0057,,,,,,,,,,,9.333999633789060,0.03700000047683720,8.791999816894530,0.0860000029206276,9.23900032043457,0.3720000088214870,8.604999542236330,0.1340000033378600,8.375,0.050999999046325700,,,,,,,,,,,7.518,0.023,7.231,0.047,7.15,0.027,7.09,0.043,7.137,0.02,7.138,0.019,7.04,0.114,9.334,0.037,8.67,0.03,8.51549,0.000259,8.526487350463870,8.84342098236084,8.036696434021000,8.0888,0.006
Kepler-1579 b,Kepler-1579,2078225792827512704,2078225792827512704,275571034,293.288022,43.5149061,,,,,,,,,,,,,,,,,,,,,,,,,16.1599,0.0045,15.2255,0.0051,14.814,0.0022,14.6176,0.0031,14.4804,0.0036,13.439,0.023,12.855,0.024,12.744,0.036,12.586,0.023,12.614,0.023,12.403,0.335,9.51,,16.351,0.066,15.49,0.137,15.2481,0.001155,15.279098510742200,15.90997314453130,14.413616180419900,14.5096,0.0062
Kepler-848 b,Kepler-848,2129014330855767040,2129014330855767040,26817863,293.2882949,48.8116114,,,,,,,,,,,,,,,14.944000244140600,0.07000000029802320,14.192000389099100,0.06599999964237210,14.522000312805200,0.07199999690055850,14.008000373840300,0.06700000166893010,13.878000259399400,0.08399999886751180,14.4297,0.0017,13.9806,0.0014,13.8312,0.0022,13.7982,0.004,13.752,0.0026,12.84,0.019,12.484,0.018,12.431,0.025,12.433,0.023,12.454,0.022,12.348,0.245,9.744,,14.944,0.07,14.194,0.092,14.0105,0.000242,13.998106956481900,14.361444473266600,13.471039772033700,13.5365,0.0065
Kepler-359 b,Kepler-359,2077683871034907648,2077683871034907648,275568400,293.2936129,42.1963497,,,,,,,,,,,,,,,,,,,,,,,,,16.3088,0.0061,15.8594,0.0015,15.6926,0.0019,15.6383,0.0049,15.5886,0.004,14.736,0.032,14.43,0.036,14.487,0.119,14.331,0.027,14.614,0.046,13.032,,9.217,,16.668,0.282,15.805,0.549,15.8814,0.000516,15.87028694152830,16.250389099121100,15.328923225402800,15.3983,0.0074
Kepler-359 d,Kepler-359,2077683871034907648,2077683871034907648,275568400,293.2936129,42.1963497,,,,,,,,,,,,,,,,,,,,,,,,,16.3088,0.0061,15.8594,0.0015,15.6926,0.0019,15.6383,0.0049,15.5886,0.004,14.736,0.032,14.43,0.036,14.487,0.119,14.331,0.027,14.614,0.046,13.032,,9.217,,16.668,0.282,15.805,0.549,15.8814,0.000516,15.87028694152830,16.250389099121100,15.328923225402800,15.3983,0.0074
Kepler-359 c,Kepler-359,2077683871034907648,2077683871034907648,275568400,293.2936129,42.1963497,,,,,,,,,,,,,,,,,,,,,,,,,16.3088,0.0061,15.8594,0.0015,15.6926,0.0019,15.6383,0.0049,15.5886,0.004,14.736,0.032,14.43,0.036,14.487,0.119,14.331,0.027,14.614,0.046,13.032,,9.217,,16.668,0.282,15.805,0.549,15.8814,0.000516,15.87028694152830,16.250389099121100,15.328923225402800,15.3983,0.0074
Kepler-1868 b,Kepler-1868,2078226308223597696,2078226308223597696,275571117,293.2983733,43.5558025,,,,,,,,,,,,,,,15.317000389099100,0.03400000184774400,14.208999633789100,0.019999999552965200,14.718999862670900,0.017999999225139600,13.770000457763700,0.050999999046325700,13.508000373840300,0.0689999982714653,14.6641,1E-04,13.8193,0.0037,13.4891,0.0011,13.3635,0.0022,13.2459,0.003,12.224,0.019,11.69,0.021,11.559,0.02,11.483,0.023,11.557,0.021,11.584,0.141,9.264,,15.317,0.034,14.157,0.092,13.8592,0.000271,13.84715747833250,14.446513175964400,13.115188598632800,13.1835,0.0061
Kepler-948 b,Kepler-948,2077595394707557120,2077595394707557120,138099276,293.3002774,41.5233244,,,,,,,,,,,,,,,,,,,,,,,,,15.2588,0.0023,14.7538,0.0032,14.5851,0.0049,14.5279,0.0017,14.48,0.0016,13.624,0.023,13.23,0.026,13.186,0.036,13.07,0.024,13.123,0.028,12.729,0.364,9.436,,15.107,0.065,14.811,0.183,14.7858,0.000306,14.773179054260300,15.171819686889600,14.210952758789100,14.2762,0.0073
Kepler-1399 b,Kepler-1399,2128074351495006720,2128074351495006720,275575346,293.3116962,46.0416516,,,,,,,,,,,,,,,,,,,,,,,,,15.9486,0.002,15.4622,0.0072,15.3014,0.0023,15.2464,0.0016,15.187,0.0055,14.295,0.031,13.91,0.035,13.929,0.075,13.729,0.024,13.837,0.028,12.332,0.255,9.432,,15.454,0.067,15.572,0.069,15.5074,0.000402,15.49442195892330,15.883216857910200,14.939200401306200,15.01,0.0066
Kepler-1943 b,Kepler-1943,2077381299180152704,2077381299180152704,138100223,293.3182976,41.1166697,,,,,,,,,,,,,,,14.656999588012700,0.02500000037252900,13.913999557495100,0.03400000184774400,14.223999977111800,0.014000000432133700,13.704000473022500,0.06499999761581420,13.631999969482400,0.07100000232458120,14.1517,0.0036,13.7413,0.0034,13.597,0.0162,13.567,0.0086,13.5159,0.0034,12.677,0.022,12.364,0.021,12.252,0.023,12.225,0.023,12.291,0.022,12.486,0.396,9.424,,14.657,0.025,13.868,0.092,13.7453,0.000231,13.733477592468300,14.087016105651900,13.219767570495600,13.2845,0.0085
TOI-5786 b,TOI-5786,2032764938419327616,2032764938419327616,40292751,293.3223259,30.7042468,,,,,,,,,,,,,,,,,10.281000137329100,0.0,10.64799976348880,0.0,,,10.003000259399400,0.009999999776482580,10.531,,10.248,,10.151,,10.119,,10.116,,9.258,0.021,9.037,0.024,8.963,0.017,8.946,0.023,8.964,0.021,8.923,0.029,9.0,0.444,10.766,0.068,10.186,0.005,10.1378,0.000312,10.142449378967300,10.402009010314900,9.715398788452150,9.77301,0.0061
Kepler-1133 b,Kepler-1133,2077831239952281472,2077831239952281472,275569784,293.3224114,42.8674925,,,,,,,,,,,,,,,15.656000137329100,0.006000000052154060,15.01099967956540,0.027000000700354600,15.230999946594200,0.01600000075995920,14.758999824523900,0.06800000369548800,14.479000091552700,0.03400000184774400,15.3127,0.0032,14.7715,0.0025,14.5941,0.0033,14.5244,0.0024,14.4658,0.0022,13.596,0.022,13.173,0.024,13.168,0.042,13.062,0.024,13.104,0.025,12.356,0.269,9.109,,15.656,0.006,14.785,0.046,14.8099,0.000303,14.798165321350100,15.212831497192400,14.217944145202600,14.2821,0.0113
Kepler-1698 b,Kepler-1698,2052368955838887808,2052368955838887808,138105005,293.3450181,39.2577469,,,,,,,,,,,,,,,14.062999725341800,0.03700000047683720,13.118000030517600,0.00800000037997961,13.59000015258790,0.03099999949336050,12.802000045776400,0.035999998450279200,12.491999626159700,0.0,13.533,1E-04,13.152,,12.826,,12.635,,12.4324,0.0012,11.489,0.021,11.013,0.022,10.915,0.018,10.851,0.023,10.915,0.021,10.898,0.09,9.155,,14.063,0.037,13.054,0.092,12.8761,0.000589,12.870152473449700,13.365348815918000,12.21817684173580,12.2813,0.0062
Kepler-339 c,Kepler-339,2128911251641171200,2128911251641171200,26817284,293.351701,48.4445922,,,,,,,,,,,,,,,15.555000305175800,0.11299999803304700,14.777999877929700,0.057999998331069900,15.107000350952100,0.11400000005960500,14.53600025177000,0.04500000178813930,14.329000473022500,0.08799999952316280,14.9857,0.0009,14.4945,0.0032,14.3016,0.0041,14.2543,0.003,14.2061,0.0026,13.28,0.025,12.895,0.024,12.874,0.031,12.81,0.023,12.847,0.024,12.915,0.363,9.419,,15.555,0.113,14.706,0.149,14.5134,0.000717,14.497475624084500,14.900232315063500,13.933998107910200,14.0018,0.0065
Kepler-339 b,Kepler-339,2128911251641171200,2128911251641171200,26817284,293.351701,48.4445922,,,,,,,,,,,,,,,15.555000305175800,0.11299999803304700,14.777999877929700,0.057999998331069900,15.107000350952100,0.11400000005960500,14.53600025177000,0.04500000178813930,14.329000473022500,0.08799999952316280,14.9857,0.0009,14.4945,0.0032,14.3016,0.0041,14.2543,0.003,14.2061,0.0026,13.28,0.025,12.895,0.024,12.874,0.031,12.81,0.023,12.847,0.024,12.915,0.363,9.419,,15.555,0.113,14.706,0.149,14.5134,0.000717,14.497475624084500,14.900232315063500,13.933998107910200,14.0018,0.0065
Kepler-339 d,Kepler-339,2128911251641171200,2128911251641171200,26817284,293.351701,48.4445922,,,,,,,,,,,,,,,15.555000305175800,0.11299999803304700,14.777999877929700,0.057999998331069900,15.107000350952100,0.11400000005960500,14.53600025177000,0.04500000178813930,14.329000473022500,0.08799999952316280,14.9857,0.0009,14.4945,0.0032,14.3016,0.0041,14.2543,0.003,14.2061,0.0026,13.28,0.025,12.895,0.024,12.874,0.031,12.81,0.023,12.847,0.024,12.915,0.363,9.419,,15.555,0.113,14.706,0.149,14.5134,0.000717,14.497475624084500,14.900232315063500,13.933998107910200,14.0018,0.0065
Kepler-816 b,Kepler-816,2052356964290178048,2052356964290178048,138105127,293.3628165,39.2124394,,,,,,,,,,,,,,,,,,,,,,,,,16.6361,0.0043,15.8638,0.0008,15.6234,0.0031,15.5093,0.0019,15.4331,0.0045,14.426,0.031,14.045,0.032,13.892,0.057,13.799,0.025,13.909,0.033,12.566,,9.39,,16.871,0.07,16.365,0.126,15.9357,0.000629,15.924461364746100,16.468101501464800,15.24346923828130,15.3058,0.008
Kepler-804 c,Kepler-804,2126432677554353280,2126432677554353280,275573295,293.3722109,44.7851812,,,,,,,,,,,,,,,14.70199966430660,0.03099999949336050,13.883999824523900,0.023000000044703500,14.262999534606900,0.03799999877810480,13.744000434875500,0.04800000041723250,13.593999862670900,0.05900000035762790,14.1401,0.0022,13.7239,0.0031,13.5661,0.0005,13.5399,0.0031,13.5147,0.0028,12.631,0.021,12.3,0.021,12.246,0.031,12.191,0.023,12.237,0.022,11.979,0.186,8.85,,14.702,0.031,13.864,0.08,13.7361,0.000202,13.724655151367200,14.070694923400900,13.215489387512200,13.2823,0.0079
Kepler-804 b,Kepler-804,2126432677554353280,2126432677554353280,275573295,293.3722109,44.7851812,,,,,,,,,,,,,,,14.70199966430660,0.03099999949336050,13.883999824523900,0.023000000044703500,14.262999534606900,0.03799999877810480,13.744000434875500,0.04800000041723250,13.593999862670900,0.05900000035762790,14.1401,0.0022,13.7239,0.0031,13.5661,0.0005,13.5399,0.0031,13.5147,0.0028,12.631,0.021,12.3,0.021,12.246,0.031,12.191,0.023,12.237,0.022,11.979,0.186,8.85,,14.702,0.031,13.864,0.08,13.7361,0.000202,13.724655151367200,14.070694923400900,13.215489387512200,13.2823,0.0079
Kepler-630 b,Kepler-630,2053235577156249088,2053235577156249088,138216186,293.4270647,39.9423967,,,,,,,,,,,,,,,14.625,0.020999999716877900,14.050999641418500,0.01600000075995920,14.204000473022500,0.019999999552965200,13.815999984741200,0.05299999937415120,13.645000457763700,0.057999998331069900,14.2784,0.0045,13.8418,0.0017,13.6801,0.0003,13.625,0.0026,13.5782,0.0018,12.686,0.021,12.376,0.022,12.293,0.022,12.264,0.024,12.281,0.023,12.649,0.378,9.393,,14.625,0.021,14.001,0.08,13.8518,0.000227,13.841997146606400,14.206110000610400,13.302204132080100,13.3733,0.0084
Kepler-1451 b,Kepler-1451,2053286429569716992,2053286429569716992,138217479,293.4464227,40.4098813,,,,,,,,,,,,,,,16.173999786377000,0.01899999938905240,15.543999671936000,0.020999999716877900,15.734000205993700,0.010999999940395400,15.25100040435790,0.06599999964237210,15.166000366210900,0.039000000804662700,15.7713,0.0082,15.2709,0.0024,15.0947,0.0023,15.0364,0.0017,14.9901,0.0033,14.069,0.029,13.718,0.028,13.66,0.049,13.646,0.024,13.766,0.032,12.761,0.4,9.39,,16.174,0.019,15.313,0.115,15.2999,0.000556,15.288591384887700,15.683846473693800,14.726036071777300,14.7934,0.0083
Kepler-724 b,Kepler-724,2126432196518051200,2126432196518051200,270521439,293.4548441,44.7927823,,,,,,,,,,,,,,,16.308000564575200,0.00800000037997961,15.38599967956540,0.061000000685453400,15.809000015258800,0.04399999976158140,15.116000175476100,0.05900000035762790,14.973999977111800,0.06300000101327900,15.6328,0.0017,15.0703,0.0014,14.8809,0.001,14.8086,0.0004,14.7678,0.0031,13.873,0.025,13.442,0.026,13.367,0.036,13.331,0.024,13.413,0.027,12.477,0.317,9.43,0.539,16.308,0.008,15.284,0.103,15.1206,0.000376,15.1082124710083,15.541749000549300,14.515121459960900,14.5768,0.0084
Kepler-1745 b,Kepler-1745,2077819763799736192,2077819763799736192,270525576,293.4689924,42.8223582,,,,,,,,,,,,,,,15.592000007629400,0.023000000044703500,15.069999694824200,0.04800000041723250,15.178999900817900,0.013000000268220900,14.798999786377000,0.07599999755620960,14.61400032043460,0.0689999982714653,15.2918,0.0022,14.8437,0.0019,14.6916,0.0034,14.6353,0.0011,14.6,0.0027,13.723,0.027,13.398,0.033,13.323,0.037,13.19,0.024,13.259,0.026,12.661,,9.315,,15.592,0.023,14.854,0.046,14.8649,0.000363,14.853418350219700,15.22065544128420,14.31911563873290,14.3864,0.0087
Kepler-597 b,Kepler-597,2052450079180319744,2052450079180319744,138214174,293.4700919,39.2528182,,,,,,,,,,,,,,,,,,,,,,,,,14.4406,0.0027,13.9928,0.0022,13.9287,0.0366,13.8137,0.0018,13.7815,0.003,12.951,0.022,12.562,0.022,12.54,0.025,12.42,0.024,12.494,0.024,12.354,0.293,9.433,,14.044,0.063,14.12,0.126,14.0185,0.00027,14.006815910339400,14.369498252868700,13.48502254486080,13.5488,0.0069
